Hearing Date,Hearing Time,Scheduled Hearing Location,Ticket Number,Respondent Last Name,Balance Due,Charge #1: Code Section,Hearing Status,Hearing Result,Violation Date,Violation Time,Issuing Agency,Respondent First Name,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
11/25/2015,10:30:00,MANHATTAN,0880709400,CANAAN BAPTIST CHURCH,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,01825,0051,132,WEST 116 STREET,,NEW YORK,10026,NEW YORK,MANHATTAN,132,WEST 116 STREET,NEW YORK,10026,NEW YORK,MANHATTAN,11/30/2015,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2016,08:30:00,MANHATTAN,0880709143,NEW YORK UNIVERSITY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,00547,0008,23,WASHINGTON PLACE,,NEW YORK,10003,NEW YORK,MANHATTAN,105,EAST 17 STREET,NEW YORK,10003,NEW YORK,MANHATTAN,01/26/2016,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,10:30:00,MANHATTAN,0880709428,CHERYL MOODY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,01920,0152,150,WEST 136 STREET,,NEW YORK,10030,NEW YORK,MANHATTAN,150,136 STREET,NEW YORK,10030,NEW YORK,MANHATTAN,11/25/2015,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,08:30:00,MANHATTAN,0880711572,ACP AMSTERDAM I LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/15/2015,13:17:00,COOLING TOWERS - DOHMH,,MANHATTAN,01158,0012,170,AMSTERDAM AVENUE,,NEW YORK,10023,NEW YORK,MANHATTAN,170,AMSTERDAM AVENUE,NEW YORK,10023,NEW YORK,MANHATTAN,11/30/2015,$1000.00,20151116N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2015,10:30:00,BRONX,0880709749,DASS,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,PARMANAND,BRONX,,,1080,SIMPSON STREET,,BRONX,10459,NEW YORK,BRONX,1080,SIMPSON STREET,BRONX,10459,NEW YORK,BRONX,12/07/2015,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2016,08:30:00,MANHATTAN,0880709620,203 EAST 72 STREET CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,01427,0001,1251,3 AVENUE,,NEW YORK,10021,NEW YORK,MANHATTAN,201,EAST 42 STREET,NEW YORK,10017,NEW YORK,MANHATTAN,02/09/2016,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,10:30:00,MANHATTAN,0880716679,PARK ROW 23 OWNERS LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00090,0007,23,PARK ROW,,NEW YORK,10038,NEW YORK,NOT NYC,1865,PALMER AVE,LARCHMONT,10538,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,08:30:00,MANHATTAN,0880714066,NEW YORK UNIVERSITY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00540,0014,110,WEST 3 STREET,,NEW YORK,10012,NEW YORK,MANHATTAN,105,EAST 17 STREET,NEW YORK,10003,NEW YORK,MANHATTAN,12/02/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,10:30:00,MANHATTAN,0880714075,NEW YORK UNIVERSITY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00547,0014,246,GREENE STREET,,NEW YORK,10003,NEW YORK,MANHATTAN,105,EAST 17 STREET,NEW YORK,10003,NEW YORK,MANHATTAN,12/02/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,08:30:00,MANHATTAN,0880716807,THE CENTER FOR JEWISH HISTORY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00818,0064,22,WEST 17 STREET,,NEW YORK,10011,NEW YORK,MANHATTAN,15,WEST 16 STREET,NEW YORK,10011,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,10:30:00,MANHATTAN,0880716834,300 PARK AVE SO,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00851,0035,286,PARK AVENUE SOUTH,,NEW YORK,10010,NEW YORK,MANHATTAN,15,EAST 26 STREET,NEW YORK,10010,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,10:30:00,MANHATTAN,0880716899,47TH HOTEL ASSOCIATES LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00999,0046,128,WEST 47 STREET,,NEW YORK,10036,NEW YORK,MANHATTAN,128,WEST 47 STREET,NEW YORK,10036,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,10:30:00,MANHATTAN,0880716953,S M 52ND FEE LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01364,0034,422,EAST 53 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,429,EAST 52 STREET,NEW YORK,10022,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,10:30:00,MANHATTAN,0880717018,81ST ST RESIDENCE COR,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01544,0019,345,EAST 81 STREET,,NEW YORK,10028,NEW YORK,MANHATTAN,345,EAST 81 STREET,NEW YORK,10028,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2016,09:30:00,MANHATTAN,0880716751,FIRST PRESBYTERIAN CHURCH,$0.00,NYCHC 3.05,PAID IN FULL,DEFAULTED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00575,0048,12,WEST 12 STREET,,NEW YORK,10011,NEW YORK,MANHATTAN,12,WEST 12 STREET,NEW YORK,10011,NEW YORK,,03/07/2016,$1000.00,20151123N,,,$1030.00,$1030.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2015,08:30:00,MANHATTAN,0880717568,OWNER AGENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01407,0033,1250,3 AVENUE,,NEW YORK,10021,NEW YORK,MANHATTAN,1250,3 AVENUE,NEW YORK,10021,NEW YORK,MANHATTAN,12/07/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2016,09:30:00,MANHATTAN,0880717411,THE RIVERSIDE CHURCH,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,,,481,RIVERSIDE DRIVE,,NEW YORK,10027,NEW YORK,MANHATTAN,490,RIVERSIDE DRIVE,NEW YORK,10027,NEW YORK,MANHATTAN,01/07/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2016,09:30:00,MANHATTAN,0880717521,330 WEST 34 STREET LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00757,0054,330,WEST 34 STREET,,NEW YORK,10001,NEW YORK,NOT NYC,210,ROUTE 4 EAST,PARAMUS,7652,NEW JERSEY,MANHATTAN,04/11/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2016,09:30:00,MANHATTAN,0880717449,WEST VILLAGE HOLDINGS LLC,$0.00,NYCHC 3.05,PAID IN FULL,DEFAULTED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00607,0001,1,7 AVENUE,,NEW YORK,10011,NEW YORK,MANHATTAN,345,PARK AVENUE,NEW YORK,10154,NEW YORK,,02/03/2016,$1000.00,20151123N,,,$2000.00,$2000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,10:30:00,MANHATTAN,0880717669,51ST STREET MAIN LOT OWNER LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01344,7503,964,2 AVENUE,,NEW YORK,10022,NEW YORK,NOT NYC,,PO BOX 131237,CARLSBAD,92013,CALIFORNIA,MANHATTAN,12/01/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,08:30:00,MANHATTAN,0880717678,OWNER AGENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00214,7503,7,HUBERT STREET,,NEW YORK,10013,NEW YORK,MANHATTAN,7,HUBERT STREET,NEW YORK,10013,NEW YORK,MANHATTAN,11/24/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,08:30:00,BROOKLYN,0880718163,J J PROPERTY MANAGEMENT GROU,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,06118,0001,401,95 STREET,,BROOKLYN,11209,NEW YORK,BROOKLYN,401,95 STREET,BROOKLYN,11209,NEW YORK,BROOKLYN,11/27/2015,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,10:30:00,BROOKLYN,0880718190,45 MAIN ASSOCIATES LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,00037,0001,75,FRONT STREET,,BROOKLYN,11201,NEW YORK,BROOKLYN,45,MAIN STREET,BROOKLYN,11201,NEW YORK,BROOKLYN,11/25/2015,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2016,09:30:00,BROOKLYN,0880718154,BOBOWER YESHIVA BNEI ZION,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,05442,0065,1531,48 STREET,,BROOKLYN,11219,NEW YORK,BROOKLYN,4206,15 AVENUE,BROOKLYN,11219,NEW YORK,BROOKLYN,01/29/2016,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,08:30:00,BROOKLYN,0880718200,TWO TREES MANAGEMENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,00037,0001,75,FRONT STREET,,BROOKLYN,11201,NEW YORK,BROOKLYN,45,MAIN STREET,BROOKLYN,11201,NEW YORK,BROOKLYN,11/25/2015,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2016,09:30:00,MANHATTAN,0880718136,BEDFORD STUYVESANT RESTORATION,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,01862,0014,1380,FULTON STREET,,BROOKLYN,11216,NEW YORK,BROOKLYN,1368,FULTON STREET,BROOKLYN,11216,NEW YORK,MANHATTAN,03/14/2016,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2015,08:30:00,BROOKLYN,0880718228,VAN BLARCOM CLOSURES INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,01752,0035,156,SANDFORD STREET,,BROOKLYN,11205,NEW YORK,BROOKLYN,156,SANDFORD STREET,BROOKLYN,11205,NEW YORK,BROOKLYN,11/25/2015,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2016,09:30:00,QUEENS,0880718520,ROCHDALE VILLAGE INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,QUEENS,,,163-15,BAISLEY BOULEVARD,,JAMAICA,11434,NEW YORK,QUEENS,13435,166 PLACE,JAMAICA,11434,NEW YORK,QUEENS,04/12/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2016,09:30:00,QUEENS,0880718549,ROCHDALE VILLAGE INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,QUEENS,,,163-15,BAISLEY BOULEVARD,,JAMAICA,11434,NEW YORK,QUEENS,13435,166 PLACE,JAMAICA,11434,NEW YORK,QUEENS,04/12/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2016,10:30:00,QUEENS,0880718420,METROPOLITAN L I C-C O CUSHMAN,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,QUEENS,00416,0021,41-21,27 STREET,,LONG ISLAND CIT,11101,NEW YORK,NOT NYC,200,SW MARKET ST,PORTLAND,97201,OREGON,QUEENS,04/12/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2016,09:30:00,QUEENS,0880718558,ROCHDALE VILLAGE INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,QUEENS,,,163-15,BAISLEY BOULEVARD,,JAMAICA,11434,NEW YORK,QUEENS,13435,166 PLACE,JAMAICA,11434,NEW YORK,QUEENS,04/12/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,10:30:00,MANHATTAN,0880714084,NEW YORK UNIVERSITY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00548,0021,25,WAVERLY PLACE,,NEW YORK,10003,NEW YORK,MANHATTAN,105,EAST 17 STREET,NEW YORK,10003,NEW YORK,MANHATTAN,12/02/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,10:30:00,MANHATTAN,0880714048,133 MULBERRY HOLDING LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00236,0027,133,MULBERRY STREET,,NEW YORK,10013,NEW YORK,NOT NYC,1024,BROADWAY,WOODMERE,11598,NEW YORK,MANHATTAN,12/07/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,10:30:00,MANHATTAN,0880714057,DIAMOND WORLD LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00418,0056,276,GRAND STREET,,NEW YORK,10002,NEW YORK,MANHATTAN,276,GRAND STREET,NEW YORK,10002,NEW YORK,MANHATTAN,12/07/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2015,10:30:00,MANHATTAN,0880714093,C O THOMAS F CAMPENNI,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00563,0001,95,UNIVERSITY PLACE,,NEW YORK,10003,NEW YORK,NOT NYC,700,SW SAINT LUCIE CRES,STUART,34994,FLORIDA,MANHATTAN,12/08/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2015,10:30:00,SAU: MANH,0880714295,677 FIFTH AVENUE CORP,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,01289,0003,677,5 AVENUE,,NEW YORK,10022,NEW YORK,MANHATTAN,673,5 AVENUE,NEW YORK,10022,NEW YORK,SAU: MANH,12/01/2015,$1000.00,20151202Y,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2015,10:30:00,MANHATTAN,0880709280,FIFTY FIFTH STREET,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,01271,0019,33,WEST 55 STREET,,NEW YORK,10019,NEW YORK,MANHATTAN,505,PARK AVENUE,NEW YORK,10022,NEW YORK,MANHATTAN,12/07/2015,$1000.00,20151125Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2015,08:30:00,MANHATTAN,0880714240,GOVERNMENT OF THE PEOPLE'S REP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00940,0038,350,EAST 35 STREET,,NEW YORK,10016,NEW YORK,MANHATTAN,350,EAST 35 STREET,NEW YORK,10016,NEW YORK,MANHATTAN,12/07/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2015,08:30:00,MANHATTAN,0880714268,HFZ 344 WEST 72ND STREET OWNER,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,01183,0053,344,WEST 72 STREET,,NEW YORK,10023,NEW YORK,MANHATTAN,600,MADISON AVENNUE,NEW YORK,10022,NEW YORK,MANHATTAN,12/04/2015,$1000.00,20151202Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
